minutes,points,off_rebounds,def_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,flagrant_fouls,blocked_att,field_goals_made,field_goals_att,three_points_made,three_points_att,free_throws_made,free_throws_att,two_points_made,two_points_att,efficiency,true_shooting_att,points_off_turnovers,points_in_paint_made,points_in_paint_att,points_in_paint,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,second_chance_pts,second_chance_att,second_chance_made,player_id
15.7,4.3,0.0,2.0,2.0,2.0,0.33,0.0,0.67,1.33,0.0,0.0,1.33,2.67,0.67,2.0,1.0,1.33,0.67,0.67,6.33,3.25,1.67,0.33,0.33,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0ffd6d00-1aa4-49e0-a85d-6a538417ff3b
9.1,2.4,0.745,1.33,2.075,0.6000000000000001,0.27999999999999997,0.14,0.5,1.255,0.025,0.27,0.99,2.14,0.02,0.29,0.41000000000000003,0.735,0.97,1.855,3.505,2.465,0.33999999999999997,0.9500000000000001,1.745,1.9000000000000001,0.5700000000000001,0.11499999999999999,0.255,0.175,0.10500000000000001,0.39,0.41500000000000004,0.16,64c0e4e5-8711-4b86-8072-745f6084df73
32.25,29.35,2.085,9.504999999999999,11.594999999999999,5.75,0.95,1.2000000000000002,3.5700000000000003,3.15,0.0,1.135,10.504999999999999,19.335,0.89,3.25,7.4350000000000005,11.195,9.620000000000001,16.08,32.65,24.259999999999998,3.6149999999999998,8.55,13.155,17.105,8.63,0.815,4.86,2.665,1.7999999999999998,3.5250000000000004,2.075,1.4049999999999998,6c60282d-165a-4cba-8e5a-4f2d9d4c5905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1b4d512-869c-497d-b40f-c0215051645b
30.05,16.5,0.66,4.76,5.42,4.85,0.725,0.365,2.2199999999999998,2.585,0.0,0.56,5.75,13.315000000000001,1.96,5.485,3.035,3.435,3.79,7.825,17.689999999999998,14.825,1.9,2.9450000000000003,5.66,5.88,2.9,0.115,2.175,1.67,0.815,1.34,1.28,0.49,b6ba1ad1-c57b-4215-8ded-5eeee7171017
27.5,13.3,0.89,3.44,4.33,1.0,0.75,0.78,0.89,2.33,0.03,0.28,4.5,10.72,2.36,6.11,1.94,2.44,2.14,4.61,12.56,11.8,2.28,1.06,2.03,2.11,1.83,0.28,2.06,1.28,0.72,1.0,1.14,0.33,32688af1-7ac2-432e-b60a-74b9bd89df57
36.2,18.05,1.46,3.645,5.105,2.35,1.705,0.655,1.7999999999999998,2.9000000000000004,0.005,1.205,6.795,15.135,2.34,6.335000000000001,2.11,2.56,4.455,8.805,17.240000000000002,16.265,4.4399999999999995,3.815,7.04,7.625,2.3449999999999998,0.37,3.835,2.145,1.605,2.3899999999999997,1.79,0.8,9474fa0a-70dd-44c4-9751-dac5839ae7f3
2.4,0.3,0.0,0.36,0.36,0.2,0.18,0.0,0.09,0.27,0.0,0.0,0.09,0.45,0.09,0.27,0.0,0.0,0.0,0.18,0.55,0.45,0.27,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab
18.0,7.5,0.0,3.0,3.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2.5,2.5,2.0,2.0,0.5,1.0,0.5,0.5,11.5,2.94,0.0,0.5,0.5,1.0,1.0,0.0,1.5,0.5,0.5,0.0,0.0,0.0,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4
7.45,2.7,0.085,0.45,0.535,1.15,0.17,0.0,0.655,0.275,0.0,0.07,0.83,1.965,0.57,1.38,0.5,0.55,0.26,0.585,2.725,2.21,0.485,0.24,0.5,0.485,0.36,0.015,0.345,0.155,0.14,0.085,0.105,0.035,a18805c2-d746-4d4b-be83-5b96c3bdf6af
24.55,8.2,0.87,4.845,5.720000000000001,2.0999999999999996,0.7849999999999999,0.5900000000000001,1.24,2.475,0.005,0.365,3.01,6.795,0.9,2.895,1.29,1.7999999999999998,2.11,3.9000000000000004,11.86,7.585,1.25,2.04,3.65,4.085,1.48,0.195,1.025,0.73,0.43999999999999995,0.6950000000000001,0.74,0.275,312f21c9-a061-43e2-9a22-65199131068e
2.9,0.3,0.14,0.29,0.43,0.6,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.86,0.0,0.14,0.0,0.0,0.14,0.71,0.57,0.86,0.0,0.14,0.57,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.0,5361a30e-2e3e-43d5-8340-265330cd7ef1
30.549999999999997,17.5,2.745,7.800000000000001,10.545000000000002,1.65,0.67,0.81,1.77,2.525,0.0,0.685,7.665,12.64,0.07,0.32499999999999996,2.075,2.91,7.595000000000001,12.315000000000001,23.590000000000003,13.92,2.6799999999999997,6.825,10.4,13.65,2.385,0.51,0.545,0.315,0.25,3.01,2.235,1.3450000000000002,7ca4beac-bbd6-454f-b820-4e8442a3e1e5
6.0,2.0,0.5549999999999999,1.595,2.1550000000000002,0.15,0.085,0.21,0.375,0.47,0.0,0.04,0.945,1.125,0.0,0.0,0.095,0.28,0.945,1.125,3.845,1.245,0.195,0.945,1.125,1.89,0.265,0.03,0.085,0.04,0.04,0.36,0.18,0.165,597ba5c7-0927-446b-9b4f-bf730a8f65f6
33.75,19.549999999999997,2.585,7.08,9.67,3.2,1.1400000000000001,0.5700000000000001,2.715,3.025,0.005,0.825,7.515,14.175,0.005,0.11,4.52,5.79,7.505,14.065,23.475,16.725,3.115,6.66,11.86,13.32,4.93,0.7250000000000001,2.185,0.94,0.725,2.81,2.0,1.2,11c303dc-540c-4090-8e0c-76c2fb2c125a
34.65,23.35,0.925,3.38,4.305,5.7,0.865,0.485,3.1399999999999997,2.21,0.0,0.64,9.010000000000002,18.71,1.5750000000000002,4.895,3.75,4.505,7.4350000000000005,13.815,21.105,20.695,2.8,5.29,9.46,10.585,3.57,0.24,1.93,1.28,0.795,2.005,1.42,0.8300000000000001,ff461754-ad20-4eeb-af02-2b46cc980b24
14.3,4.3,1.46,2.8,4.26,0.9,0.3,1.44,0.84,1.87,0.0,0.18,1.95,3.38,0.0,0.0,0.41,1.15,1.95,3.38,8.23,3.88,0.44,1.95,3.33,3.9,1.34,0.33,0.38,0.2,0.18,0.97,0.77,0.41,8e3cbaa3-e30a-4cf8-aa7a-1b57f15f0f98
9.0,1.6,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,0.0,0.0,0.5,2.7,0.4,2.5,0.2,0.2,0.1,0.2,0.6,2.79,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.3,0.0,0.2,0.3,0.0,abceaea3-47b0-43fb-b9f7-75f378e2d409
28.35,12.85,0.36,2.98,3.3449999999999998,2.65,0.7350000000000001,0.27,1.06,1.7349999999999999,0.0,0.265,4.695,10.905000000000001,2.415,6.275,1.055,1.3199999999999998,2.2800000000000002,4.640000000000001,12.295,11.485,1.4249999999999998,1.63,3.04,3.26,1.4,0.04,1.455,1.085,0.5549999999999999,1.1099999999999999,0.95,0.42000000000000004,b4282659-dd1a-4042-a075-7df4890858e7
30.8,19.5,0.685,3.01,3.7,2.1,0.54,0.085,1.955,1.815,0.015,1.125,6.615,13.665,2.54,6.08,3.725,4.26,4.075,7.59,16.36,15.54,2.75,3.23,5.68,6.46,2.935,0.215,2.41,1.545,0.9299999999999999,1.915,1.385,0.725,7ff02e19-e829-4e56-9a34-233a71fce76c
13.05,5.25,0.585,2.945,3.5300000000000002,0.7,0.26,0.695,0.8,0.79,0.0,0.135,2.185,4.14,0.215,0.9400000000000001,0.63,0.905,1.97,3.195,7.335,4.54,0.98,1.725,2.52,3.445,0.66,0.055,1.03,0.695,0.47000000000000003,1.005,0.625,0.445,6395ff32-c9b6-4ad0-8f0f-dce474274725
13.100000000000001,6.45,0.28,1.335,1.61,0.8,0.515,0.095,0.655,0.855,0.025,0.56,2.2800000000000002,5.845,0.63,1.85,1.28,1.605,1.645,3.995,4.95,6.55,0.9849999999999999,1.1800000000000002,2.83,2.365,1.185,0.025,1.02,0.8400000000000001,0.41500000000000004,0.46499999999999997,0.5349999999999999,0.185,3ee94b27-a47b-4fae-bb71-ba68dacef351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e448df5-971e-4427-a064-be791636b41a
25.7,9.25,1.025,3.21,4.234999999999999,2.3,1.155,0.525,1.105,2.525,0.005,0.5549999999999999,3.7600000000000002,7.8149999999999995,0.72,2.1100000000000003,1.04,1.345,3.04,5.71,12.0,8.405,1.6149999999999998,2.93,5.315,5.87,1.22,0.13,2.2350000000000003,1.295,1.005,0.9450000000000001,0.835,0.38,fc058e75-1015-4bbe-8fab-925d5f6d83fb
17.65,8.9,1.615,3.285,4.904999999999999,1.3,0.46499999999999997,0.74,0.715,1.9899999999999998,0.0,0.29500000000000004,3.7249999999999996,5.82,0.035,0.33,1.385,1.9500000000000002,3.6950000000000003,5.495,12.9,6.68,1.25,3.56,5.17,7.12,1.695,0.28500000000000003,1.0,0.61,0.46499999999999997,1.995,1.295,0.84,c978afe7-cf22-45fc-8d0f-da8f867eb5ee
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27db7dbb-6aad-44df-a3f4-7e1c21c2f256
3.9,1.9,0.475,0.6649999999999999,1.14,0.1,0.0,0.29000000000000004,0.515,0.575,0.0,0.0,0.7899999999999999,1.3399999999999999,0.0,0.19,0.315,0.375,0.7899999999999999,1.15,2.3,1.505,0.35,0.7899999999999999,1.15,1.575,0.4,0.225,0.0,0.0,0.0,0.6,0.41500000000000004,0.3,2ef47392-9f85-47e7-a844-b5d97cf412c9
12.649999999999999,5.7,0.13,0.7849999999999999,0.915,0.75,0.335,0.07,0.6599999999999999,0.7949999999999999,0.02,0.26,2.005,4.805,0.925,2.5,0.77,0.815,1.08,2.3049999999999997,4.25,5.16,1.155,0.6499999999999999,1.33,1.295,0.71,0.065,0.67,0.575,0.23500000000000001,0.565,0.405,0.205,ca784446-05be-4f5e-8108-d7bb1736005a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab6f22fc-0ad6-4323-a5fe-343e6f05e7e0
17.4,5.3,1.1949999999999998,3.175,4.37,1.8,0.45000000000000007,0.33,0.53,2.0949999999999998,0.01,0.26,1.95,4.805,0.6000000000000001,2.365,0.835,1.21,1.35,2.44,8.53,5.335,0.645,1.31,2.33,2.6149999999999998,2.125,0.16,0.38,0.2,0.15000000000000002,0.635,0.63,0.23500000000000001,18358040-89d8-4e25-a6a6-9e209c26fb3a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654cfd1-241f-4ebb-9b14-267f9168dbfe
30.1,16.1,0.78,3.6100000000000003,4.39,2.4,1.005,0.32,1.69,2.015,0.0,0.5549999999999999,5.54,13.185,3.58,9.035,1.4700000000000002,1.735,1.96,4.145,14.64,13.945,2.875,1.4700000000000002,2.9699999999999998,2.935,1.09,0.055,3.0199999999999996,2.3449999999999998,1.095,2.035,1.6099999999999999,0.735,795f46f2-c78d-4f1d-9ee2-4331c1cc8184
18.15,10.3,0.20500000000000002,1.74,1.94,2.35,0.65,0.28,1.26,1.745,0.0,0.56,3.5,9.04,1.875,5.3100000000000005,1.41,1.6,1.62,3.7399999999999998,8.469999999999999,9.745000000000001,1.7349999999999999,1.365,2.9450000000000003,2.73,1.5150000000000001,0.08,1.395,1.01,0.5,0.7,0.615,0.22999999999999998,7ad01370-ae8e-40ae-b70d-61f6d8dba8d9
34.45,23.799999999999997,0.625,5.165,5.79,5.35,0.6699999999999999,0.375,3.05,2.235,0.01,0.875,8.73,18.65,1.545,4.21,4.8149999999999995,5.65,7.185,14.435,22.185,21.134999999999998,3.17,4.105,7.585,8.215,4.76,0.485,2.09,1.245,0.76,2.175,1.79,0.835,8082841d-e516-43c6-a81b-7987fa321acd
16.3,6.5,1.5,2.25,3.75,0.0,0.0,0.25,0.0,1.0,0.0,0.5,2.75,6.25,1.0,2.5,0.0,0.0,1.75,3.75,7.0,6.25,0.0,0.5,1.75,1.0,0.0,0.0,0.0,0.25,0.0,0.75,1.5,0.25,c27a4770-03ef-4a91-9022-45fc0fb6a730
3.0,1.3,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.67,0.67,0.33,0.33,1.67,0.63,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c22cf6a4-f026-4843-9d05-862e08a30ece
18.0,10.0,0.0,2.33,2.33,2.7,0.33,0.0,1.33,1.67,0.0,0.67,3.0,6.67,1.33,4.33,2.67,2.67,1.67,2.33,10.33,7.84,2.33,1.67,2.33,3.33,2.0,0.33,2.0,1.0,0.67,0.67,0.33,0.33,f58a9803-0ede-4c0b-acbd-08bc0da229af
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,add6e0f2-abec-4eb1-b8f3-535eb68e69c4
29.2,11.95,2.005,3.825,5.835,0.65,0.735,2.7350000000000003,0.685,2.8,0.0,1.165,4.5600000000000005,10.265,1.87,4.335,0.955,1.22,2.685,5.93,15.23,10.8,2.065,2.425,4.885,4.845000000000001,1.05,0.23,0.245,0.165,0.09,2.7649999999999997,1.915,1.005,c179fb5c-9845-4e37-aef7-6e00d97548eb
5.7,4.1,0.545,1.365,1.91,0.2,0.08,0.095,0.57,0.755,0.0,0.20500000000000002,1.755,2.7199999999999998,0.03,0.11,0.575,0.935,1.725,2.605,4.505,3.13,0.345,1.52,2.34,3.04,0.97,0.08,0.0,0.0,0.0,0.985,0.555,0.445,24c17409-ac10-4859-be6c-59d6cc6b5810
28.5,16.7,1.12,2.96,4.08,1.5,0.62,0.17,1.95,2.08,0.01,1.08,5.29,12.19,1.28,3.97,4.82,5.82,4.01,8.22,13.19,14.75,2.64,3.56,7.08,7.13,3.91,0.38,3.55,1.96,1.1,1.9,1.4,0.64,3f98b652-71d4-4a40-949d-41c33dddd15d
17.1,5.3,0.43,1.59,2.02,1.2,0.33,0.13,0.93,1.04,0.0,0.41,1.74,4.39,0.57,1.74,1.3,1.74,1.17,2.65,4.98,5.16,0.67,1.13,2.37,2.26,1.5,0.15,0.74,0.59,0.24,0.63,0.46,0.24,3c4a7fda-fca3-4a68-9886-ea7eec4cc2e3
13.1,6.6,0.29,0.76,1.06,0.6,0.35,0.0,0.59,0.88,0.0,0.06,2.24,5.0,1.82,4.29,0.35,0.41,0.41,0.71,5.24,5.18,1.53,0.18,0.29,0.35,0.65,0.0,0.65,0.65,0.24,1.35,0.76,0.47,288a83df-6f23-4d4e-a450-3d494d8ba897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775e4450-cdcd-43a1-b4cd-dc29fba48503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49be9129-da30-4e74-aa60-b1e87582604b
27.05,14.85,2.5650000000000004,6.720000000000001,9.280000000000001,1.45,0.615,0.5800000000000001,1.42,2.09,0.015,0.62,5.825,11.915,1.645,4.105,1.56,2.0,4.1850000000000005,7.8100000000000005,18.85,12.795,1.85,3.2,5.68,6.390000000000001,1.645,0.365,1.025,0.605,0.41000000000000003,2.9050000000000002,2.315,1.155,68b7aac9-02fd-4bd8-b10c-6702d2c5eb98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e747747c-3053-4ad3-a44d-7ac0b9cbdb4c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b40df6a-55ba-40a2-b6b8-ab8ae114dfc3
13.15,3.45,0.475,2.655,3.13,3.05,0.645,0.285,1.155,1.655,0.0,0.12,1.585,2.8,0.0,0.025,0.3,0.68,1.585,2.775,7.82,3.095,0.43,1.535,2.645,3.07,0.855,0.285,0.43,0.355,0.19,0.465,0.31,0.225,318debd7-dab6-4d4e-8849-03c4c701a7c8
4.4,0.8,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.2,1.2,0.0,0.8,0.4,0.4,0.2,0.4,0.8,1.38,0.4,0.2,0.4,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,65b811bf-9ab9-409d-a00d-45f1843ae09e
13.3,3.5,0.27,1.32,1.59,2.2,0.23,0.27,1.05,1.91,0.0,0.55,1.18,3.27,0.18,0.77,0.91,1.0,1.0,2.5,4.5,3.71,0.68,0.64,1.64,1.27,1.23,0.05,0.5,0.55,0.18,0.18,0.23,0.09,3c09ef8a-a6f2-4500-9599-ca7bc8d54300
18.1,5.0,0.3,1.89,2.19,2.7,0.68,0.14,1.76,1.81,0.0,0.7,1.86,5.81,0.54,1.41,0.7,1.19,1.32,4.41,4.46,6.33,0.92,1.08,3.32,2.16,0.92,0.08,0.78,0.78,0.38,0.49,0.35,0.19,08baba55-bec0-4494-95ce-28778c37a981
6.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,2.0,3.5,1.0,1.5,4.0,3.04,1.5,1.0,1.0,2.0,2.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,c8efed0b-f365-4440-84f7-df8c8078d1c0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d3ed7a5-b9f4-470c-b75d-bfd00ba02427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073f39b6-b63d-43a4-80f7-95e4b5a16244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bce90d5-d5ef-4fe3-b6ce-c974a3d44bdc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be0b897f-a553-4524-a358-eaa3b445c422
21.85,10.0,2.12,4.43,6.545,0.8,0.35,0.48,0.77,1.685,0.0,0.45,3.9349999999999996,7.895,0.54,1.88,1.5899999999999999,2.19,3.4000000000000004,6.01,12.825,8.86,1.255,3.125,5.289999999999999,6.25,2.0949999999999998,0.175,0.66,0.28500000000000003,0.255,2.57,1.7799999999999998,1.0699999999999998,e86c1439-4ef0-4530-9c41-c3a682962eb3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615f8557-022f-46ef-9803-3c221ceb1c09
7.3,3.9,0.03,1.26,1.29,0.4,0.19,0.13,0.35,0.45,0.0,0.1,1.39,3.52,1.03,2.71,0.13,0.19,0.35,0.81,3.35,3.6,0.42,0.29,0.65,0.58,0.13,0.1,0.35,0.16,0.13,0.45,0.26,0.13,003883ca-cd7e-4b58-99d7-6fef54afdfeb
33.75,21.5,1.435,5.5600000000000005,6.995,8.2,1.5750000000000002,0.37,3.355,3.2249999999999996,0.045,0.775,7.675000000000001,18.365000000000002,3.385,8.870000000000001,2.75,3.16,4.295,9.495000000000001,24.205,19.755,3.26,3.44,7.43,6.87,2.965,0.32999999999999996,2.495,1.875,0.895,1.8450000000000002,1.825,0.675,be53f27f-c666-4bd2-8fcd-0713f963aa2b
17.8,6.6,0.485,2.225,2.705,2.5,0.895,0.5,1.225,1.205,0.0,0.26,2.38,5.69,1.55,3.705,0.295,0.38,0.83,1.985,8.585,5.855,1.085,0.705,1.395,1.415,0.55,0.105,1.345,0.83,0.5,0.725,0.62,0.26,0f1de951-5a0e-4bc7-977c-8dafd0fbf121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c0d2897-7100-4c67-bc47-c0402ca71912
19.25,7.0,1.775,4.795,6.574999999999999,1.05,0.445,1.3900000000000001,1.15,2.335,0.0,0.39,2.705,6.075,0.93,2.89,0.67,1.075,1.78,3.185,11.555,6.550000000000001,0.595,1.65,2.685,3.295,1.02,0.35,0.33,0.295,0.15,1.76,1.5,0.7949999999999999,a6bf9402-7f41-49a9-ab28-fe0bdffb5060
33.8,20.0,1.17,5.74,6.9,3.7,0.83,0.54,2.78,2.22,0.01,1.28,6.65,15.58,1.18,3.96,5.47,7.42,5.47,11.63,18.32,18.85,3.11,4.22,8.32,8.44,5.03,0.31,2.68,1.49,0.97,2.0,1.43,0.78,49d8f5ef-2867-4597-a3ab-5ffc5e651258
30.65,19.4,0.605,4.07,4.675,3.3000000000000003,0.97,0.41000000000000003,1.795,2.545,0.01,1.02,7.145,15.080000000000002,2.86,6.914999999999999,2.225,2.4749999999999996,4.285,8.17,18.735,16.169999999999998,3.445,3.4850000000000003,6.445,6.970000000000001,1.815,0.22999999999999998,3.7199999999999998,2.885,1.4700000000000002,2.02,1.5150000000000001,0.755,49962b13-0afc-43f5-a3e2-7e37b7736260
11.0,4.449999999999999,0.515,1.3900000000000001,1.9049999999999998,1.5499999999999998,0.405,0.3,0.825,1.245,0.0,0.26,1.725,4.025,0.365,1.27,0.595,0.815,1.3599999999999999,2.755,5.225,4.380000000000001,0.97,1.26,2.26,2.51,0.735,0.15999999999999998,0.8999999999999999,0.665,0.365,0.635,0.615,0.31,6a93a3fd-d10c-4594-a4b5-873fa13f6d99
4.3,0.0,0.33,0.67,1.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,1.33,0.0,0.0,0.0,1.33,0.0,1.33,-1.0,1.92,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1fdbceb4-7155-4b2b-8949-1a9ad3c92fb1
14.6,3.9,1.64,2.0,3.64,0.9,0.36,0.68,0.54,2.0,0.0,0.29,1.64,3.07,0.0,0.14,0.64,0.89,1.64,2.93,7.25,3.46,0.5,1.39,2.5,2.79,0.82,0.18,0.43,0.25,0.21,1.21,0.75,0.5,4589f8d1-66cd-4d57-a5b5-c7d130a0b43d
33.2,16.1,1.1600000000000001,4.2299999999999995,5.390000000000001,2.0,0.755,0.14,1.445,1.225,0.005,0.6599999999999999,4.91,10.68,1.835,4.665,4.4399999999999995,5.26,3.0700000000000003,6.01,16.325,12.989999999999998,2.0949999999999998,2.815,5.475,5.635,3.865,0.18,1.79,1.04,0.665,1.7349999999999999,1.12,0.575,ce8d0944-b277-499e-9701-02a5f1828615
35.4,15.45,2.66,4.79,7.455,4.1,1.0750000000000002,0.875,1.925,2.5300000000000002,0.015,0.64,6.154999999999999,12.965,0.8,2.55,2.365,3.15,5.355,10.425,19.465,14.355,2.455,4.49,8.31,8.985,2.96,0.14,2.415,1.545,0.97,2.62,2.095,1.065,1738927f-6ef3-4b23-921d-168b4371f917
32.3,17.1,0.7849999999999999,4.484999999999999,5.27,2.45,0.405,0.285,1.9649999999999999,2.225,0.005,1.2149999999999999,6.1,14.66,1.725,5.33,3.2,4.38,4.38,9.33,13.825,16.59,2.225,4.09,8.42,8.175,3.12,0.185,2.385,1.96,0.95,1.67,1.46,0.605,42c5f009-dfd2-4a94-a750-0943791e138e
23.0,9.9,0.485,2.915,3.4,2.55,0.7949999999999999,0.32,0.99,1.2000000000000002,0.0,0.54,3.84,9.365,1.645,4.574999999999999,0.6000000000000001,0.77,2.2,4.795,10.295,9.705,1.4749999999999999,1.84,3.505,3.68,0.9950000000000001,0.035,1.5,1.425,0.64,0.775,0.89,0.305,85e1279a-77c4-49a7-bfa0-7699e64b581f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724ff8d-9e56-473c-ad9c-377ca7215631
11.75,4.65,1.605,2.85,4.455,0.8500000000000001,0.33,0.905,0.82,1.8199999999999998,0.0,0.12,2.0100000000000002,3.065,0.045,0.21500000000000002,0.5800000000000001,0.895,1.9649999999999999,2.8499999999999996,9.02,3.455,0.48,1.8050000000000002,2.61,3.6100000000000003,0.85,0.185,0.07,0.055,0.03,1.785,1.18,0.77,eb063340-43d5-4f5c-8097-fa6e40b6f5e2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194a9cc3-1dce-4c9a-96dd-a2f2505f5fe8
18.25,7.35,0.9099999999999999,2.71,3.62,1.05,0.575,0.32499999999999996,0.7849999999999999,0.97,0.0,0.45,2.74,5.28,0.5549999999999999,1.465,1.295,1.735,2.19,3.8150000000000004,9.14,6.045,1.33,2.125,3.515,4.24,1.185,0.07,1.0,0.68,0.435,1.3900000000000001,0.9550000000000001,0.5549999999999999,af3416bc-38fb-46ca-9b03-72a88d7fda35
23.95,7.25,0.605,3.545,4.15,1.55,0.9,0.6200000000000001,0.765,1.51,0.0,0.055,2.58,5.57,1.77,4.449999999999999,0.35,0.575,0.8099999999999999,1.1199999999999999,10.48,5.825,1.3900000000000001,0.735,0.95,1.48,0.5800000000000001,0.10500000000000001,0.96,0.56,0.39,0.495,0.5900000000000001,0.21000000000000002,a89ac040-715d-4057-8fc0-9d71ad06fa0a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396ffb80-2326-4c64-850f-84bb93ae15cf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bca27365-2b46-470a-aaee-40cf0b096f6e
18.7,4.3,0.29,1.81,2.1,0.9,0.9,0.24,0.38,2.33,0.0,0.0,1.52,4.52,0.81,2.38,0.48,0.62,0.71,2.14,4.95,4.8,0.86,0.57,1.52,1.14,0.86,0.0,0.76,0.71,0.29,0.1,0.19,0.0,2c157857-fffd-4eb5-8e2a-b28ebea8da77
17.799999999999997,6.45,0.87,3.495,4.37,1.05,0.62,1.0,1.0499999999999998,1.08,0.0,0.76,2.5300000000000002,6.11,0.645,2.295,0.725,1.305,1.8900000000000001,3.8100000000000005,8.26,6.6850000000000005,0.8799999999999999,1.8599999999999999,3.6850000000000005,3.7199999999999998,1.095,0.03,0.55,0.34500000000000003,0.265,0.45,0.63,0.195,6687bacd-1bd8-4f76-acdd-b4beac0bf402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76c6d03d-f51b-46c1-baaa-2de9557c5c1c
25.75,11.85,0.345,3.0,3.3449999999999998,1.45,0.7150000000000001,0.095,1.0,1.26,0.02,0.395,4.285,11.2,2.755,7.950000000000001,0.515,0.775,1.53,3.25,9.275,11.535,2.2750000000000004,1.3050000000000002,2.3049999999999997,2.61,0.565,0.13,2.215,1.55,0.85,1.28,1.22,0.46,d3392ee6-cbe4-419e-bbd5-1b658d83e10e
13.5,5.1,0.73,1.48,2.21,0.7,0.4,0.13,0.87,1.37,0.0,0.33,1.85,4.67,0.9,2.73,0.52,0.71,0.94,1.94,4.65,4.99,1.08,0.79,1.46,1.58,0.54,0.13,0.79,0.58,0.27,0.63,0.69,0.25,fc036630-debc-44bf-9663-03c3fbd3045c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1bfabbc-cb9d-4f60-95e9-dc864391da3e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98da4299-956f-4ede-a22a-960adb8b76e9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11bda3d9-55a2-4489-928a-1648e6231784
20.0,5.9,0.66,2.55,3.21,1.3,0.9,0.59,0.76,2.31,0.03,0.38,2.59,4.34,0.41,0.86,0.34,0.72,2.17,3.48,9.0,4.66,1.72,2.17,3.48,4.34,0.69,0.1,1.07,0.66,0.45,0.52,0.45,0.21,db42a3d8-e493-4f0e-aa9f-149397877fea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c6135c7-fab6-45da-a2a2-8e174bb8acb0
