minutes,points,off_rebounds,def_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,flagrant_fouls,blocked_att,field_goals_made,field_goals_att,three_points_made,three_points_att,free_throws_made,free_throws_att,two_points_made,two_points_att,efficiency,true_shooting_att,points_off_turnovers,points_in_paint_made,points_in_paint_att,points_in_paint,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,second_chance_pts,second_chance_att,second_chance_made,player_id
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36cb55ca-8a36-4e95-8af4-a7c7d353cae9
28.75,8.9,1.345,2.525,3.87,2.15,1.405,0.8049999999999999,1.195,3.1550000000000002,0.0,0.605,3.3600000000000003,7.109999999999999,0.6599999999999999,1.9049999999999998,1.54,1.9849999999999999,2.7,5.199999999999999,11.715,7.98,1.7349999999999999,2.54,4.66,5.074999999999999,1.745,0.16999999999999998,1.685,1.01,0.6950000000000001,0.83,0.755,0.28500000000000003,66b88001-06c2-4f4a-9825-b6e0cc1df6cc
15.7,5.75,1.095,1.7650000000000001,2.8600000000000003,0.5,0.475,0.73,0.445,1.795,0.0,0.4,2.11,3.9,0.375,1.165,1.15,1.445,1.73,2.735,7.8100000000000005,4.54,0.95,1.7000000000000002,2.705,3.4000000000000004,1.2349999999999999,0.135,0.75,0.47,0.305,1.18,0.88,0.525,54cf6e06-9172-44b8-8d3b-ea1b6926553d
20.35,8.3,0.585,2.195,2.785,4.4,0.8150000000000001,0.065,1.1,1.155,0.0,0.495,3.295,7.109999999999999,0.34500000000000003,1.305,1.33,1.505,2.9499999999999997,5.8,11.245000000000001,7.77,1.335,2.605,5.0600000000000005,5.215,1.775,0.065,1.28,0.885,0.55,0.77,0.61,0.32,2d4ce4bc-b03a-40bc-b22c-dab27591a429
4.5,2.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,4.0,0.0,1.0,0.5,1.0,1.0,3.0,0.0,4.44,0.0,1.0,3.0,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,68bedb10-a0c6-4595-999c-b30125b514c7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b173be95-9411-4fa9-afa3-ff231db0ed4d
22.700000000000003,8.8,0.31999999999999995,2.19,2.505,4.65,0.9750000000000001,0.07,0.8500000000000001,0.4,0.015,0.245,3.375,7.640000000000001,1.21,3.24,0.845,1.01,2.16,4.4,11.719999999999999,8.085,1.56,1.77,3.46,3.5300000000000002,0.965,0.04,1.755,1.1199999999999999,0.64,0.8200000000000001,0.675,0.31,cbc0a3b2-985e-4484-9cb6-6891337b18b7
10.15,3.7,1.135,2.065,3.2,0.4,0.14500000000000002,0.55,0.655,1.135,0.025,0.31,1.355,2.3649999999999998,0.075,0.27,0.915,1.23,1.28,2.1,6.0,2.9050000000000002,0.35000000000000003,1.18,2.0,2.365,1.13,0.17,0.14,0.07,0.07,1.51,0.735,0.535,44231f84-c69d-440d-9287-e210d4ce1672
7.25,2.05,0.45,1.135,1.585,0.2,0.185,0.325,0.535,0.755,0.0,0.085,0.88,1.555,0.045,0.255,0.255,0.385,0.8350000000000001,1.3,3.03,1.7249999999999999,0.335,0.8250000000000001,1.21,1.6500000000000001,0.36,0.12,0.425,0.24,0.195,0.5,0.32,0.22499999999999998,116f036d-9233-462b-80bc-3ede69b97706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a63de6-0316-4e87-b2f4-093c5d6be0ea
7.5,1.95,0.07,0.7849999999999999,0.855,1.45,0.145,0.0,0.645,0.145,0.0,0.145,0.43,1.82,0.215,0.6799999999999999,0.855,1.0699999999999998,0.215,1.145,2.105,2.295,0.215,0.145,0.6799999999999999,0.285,0.605,0.0,0.355,0.07,0.07,0.715,0.07,0.07,7469a302-4149-455c-a19f-92cf6777ad78
14.1,4.8,1.48,3.9800000000000004,5.46,0.6,0.32,0.72,0.965,1.76,0.025,0.185,2.165,3.01,0.015,0.015,0.465,0.9299999999999999,2.15,2.995,9.620000000000001,3.42,0.51,2.1399999999999997,2.955,4.28,1.085,0.315,0.27,0.21,0.135,1.135,0.865,0.49,0036a1fa-ff9a-44a5-8061-68b828ee2b1e
20.9,7.0,0.32,1.5550000000000002,1.875,3.55,0.665,0.16999999999999998,1.21,1.545,0.0,0.265,2.45,5.609999999999999,0.9349999999999999,2.4299999999999997,1.18,1.45,1.5150000000000001,3.175,8.625,6.245,1.1,1.245,2.3600000000000003,2.49,1.58,0.16,0.44,0.33999999999999997,0.16499999999999998,0.55,0.44500000000000006,0.21000000000000002,5769354c-0661-4ac7-86e5-3fd51506df36
13.6,5.5,0.6,1.47,2.07,0.7,0.47,0.13,0.67,1.27,0.0,0.0,1.87,4.6,0.53,2.33,1.2,1.27,1.33,2.27,5.33,5.16,0.67,1.13,1.8,2.27,1.27,0.0,0.47,0.2,0.13,1.07,0.73,0.33,d31856fa-e1ff-4617-ab8b-a3ed79bfb27d
25.35,8.8,0.9199999999999999,4.41,5.32,3.7,1.095,0.7350000000000001,1.245,1.8250000000000002,0.005,0.36,3.42,7.225,0.685,1.805,1.27,1.815,2.735,5.42,14.05,8.024999999999999,1.63,2.545,4.765000000000001,5.09,1.53,0.135,0.885,0.755,0.4,1.105,1.025,0.455,2e49c27a-06c5-4c4a-87fd-69840b783947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1b4d512-869c-497d-b40f-c0215051645b
18.25,7.35,0.9099999999999999,2.71,3.62,1.05,0.575,0.32499999999999996,0.7849999999999999,0.97,0.0,0.45,2.74,5.28,0.5549999999999999,1.465,1.295,1.735,2.19,3.8150000000000004,9.14,6.045,1.33,2.125,3.515,4.24,1.185,0.07,1.0,0.68,0.435,1.3900000000000001,0.9550000000000001,0.5549999999999999,af3416bc-38fb-46ca-9b03-72a88d7fda35
18.7,4.3,0.29,1.81,2.1,0.9,0.9,0.24,0.38,2.33,0.0,0.0,1.52,4.52,0.81,2.38,0.48,0.62,0.71,2.14,4.95,4.8,0.86,0.57,1.52,1.14,0.86,0.0,0.76,0.71,0.29,0.1,0.19,0.0,2c157857-fffd-4eb5-8e2a-b28ebea8da77
15.5,4.550000000000001,1.8,1.6600000000000001,3.46,0.8500000000000001,0.625,0.36,0.5,1.5,0.0,0.16,1.81,3.465,0.025,0.25,0.9,1.225,1.785,3.215,7.34,4.005,1.125,1.7149999999999999,2.9749999999999996,3.435,1.05,0.28500000000000003,0.44999999999999996,0.23500000000000001,0.15000000000000002,0.925,0.9500000000000001,0.365,13ef372a-5fd1-4336-9901-12e120a5fbd7
4.7,2.0,0.0,0.33,0.33,0.3,0.0,0.0,0.67,0.0,0.0,0.0,0.67,1.33,0.67,1.0,0.0,0.0,0.0,0.33,1.33,1.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,fb216550-66a6-4a14-9fe7-44852b5de91c
6.7,1.5,0.33,0.67,1.0,0.5,0.67,0.0,0.33,1.5,0.17,0.17,0.67,1.17,0.0,0.17,0.17,0.33,0.67,1.0,2.67,1.31,1.0,0.5,0.83,1.0,0.33,0.0,0.33,0.33,0.17,0.33,0.17,0.17,298fa611-756c-4b05-8930-b5ff2fec5640
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83d5d358-9559-49fb-8cde-833d8d5eb108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a10a4352-53b3-47b6-a336-201dc9e8401e
30.25,10.95,0.495,2.625,3.12,2.05,1.375,0.42000000000000004,1.16,1.91,0.015,0.28,3.8899999999999997,8.91,1.92,4.755,1.245,1.46,1.9749999999999999,4.155,11.515,9.55,1.4249999999999998,1.1600000000000001,2.385,2.315,1.71,0.065,1.69,1.23,0.6,0.8200000000000001,0.6599999999999999,0.31000000000000005,cecc054e-b9ec-4c71-8bbb-5ee665a8c3a9
7.8,2.2,0.25,0.81,1.06,1.6,0.33,0.14,0.5,0.42,0.0,0.31,0.97,2.31,0.06,0.42,0.17,0.36,0.92,1.89,3.28,2.46,0.47,0.83,1.75,1.67,0.47,0.0,0.53,0.42,0.22,0.19,0.25,0.08,931f7ae2-4ce4-49e6-a3ad-e24790469fec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059d5d3-63ad-4feb-899a-d9c9eabfacd1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670590da-3ba3-439e-93e1-a8a85061bea4
25.8,13.2,0.41,4.14,4.55,5.6,1.14,0.45,1.59,2.64,0.05,0.73,5.27,9.82,0.77,1.64,1.86,2.41,4.5,8.18,18.27,10.88,2.14,4.45,8.0,8.91,1.95,0.14,1.09,0.77,0.45,0.77,0.64,0.36,56c796d6-74d3-4881-9166-7f528e2b67f6
36.5,29.799999999999997,0.43,6.84,7.27,5.55,0.715,1.16,3.37,2.075,0.035,0.6100000000000001,10.684999999999999,19.765,1.855,4.904999999999999,6.55,7.220000000000001,8.825,14.86,31.34,22.945,4.025,4.779999999999999,7.71,9.559999999999999,5.73,0.32,3.19,1.915,1.23,2.12,1.2599999999999998,0.79,53f2fa48-e61b-49fb-843d-8a3e872257eb
15.5,4.85,1.115,1.885,3.0,0.65,0.40499999999999997,0.33499999999999996,0.745,0.705,0.0,0.035,2.015,4.855,0.77,2.13,0.035,0.07,1.245,2.73,5.63,4.89,1.27,1.045,2.285,2.085,0.17,0.0,1.27,0.77,0.535,1.205,1.215,0.535,c2ad9bcf-7920-46ce-a124-dc21e98ca72d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e310657c-a874-4e45-bdd4-5ff8839b56cc
4.4,1.5,0.25,0.25,0.5,0.4,0.31,0.06,0.06,0.63,0.0,0.0,0.44,1.0,0.38,0.75,0.25,0.44,0.06,0.25,1.94,1.19,0.63,0.06,0.19,0.13,0.25,0.0,0.0,0.0,0.0,0.13,0.06,0.06,68a8c4ea-1d77-4a42-bea4-dbe9a162332a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2ddb4e5-6ffe-4677-9c76-a74057c869c6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a4459df-6307-4d10-b4cd-c69e9bf8b11d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167bcbb7-7afb-4b66-95de-dc0b5c62a9bd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d12b3608-14dd-404e-8063-d822f1b2fbd5
13.4,4.1,0.82,1.24,2.06,0.5,0.5,0.15,0.62,1.56,0.0,0.29,1.38,3.15,0.47,1.26,0.91,1.21,0.91,1.88,4.65,3.68,0.68,0.91,1.79,1.82,1.09,0.09,0.53,0.44,0.24,0.85,0.56,0.29,a9cd8509-6115-4408-bcec-19e88118b016
27.1,8.350000000000001,0.455,2.645,3.1,4.95,1.25,0.41500000000000004,1.91,2.73,0.0,0.42000000000000004,3.145,8.675,0.9850000000000001,3.32,1.085,1.255,2.16,5.355,10.455,9.225,1.37,1.625,3.645,3.245,1.3900000000000001,0.07500000000000001,0.815,0.515,0.32,0.7150000000000001,0.7150000000000001,0.25,be886733-2368-474e-8225-18ff43c27d59
28.5,12.85,0.47500000000000003,2.8600000000000003,3.335,2.8,0.75,0.28500000000000003,1.3050000000000002,2.15,0.0,0.265,4.89,10.295,2.24,5.705,0.85,1.125,2.6500000000000004,4.59,13.06,10.79,1.9300000000000002,2.13,3.3899999999999997,4.255,0.93,0.06,1.5750000000000002,1.02,0.62,1.325,0.835,0.5,858d255e-9a7b-4c7a-aac4-fc7cf3a5f238
18.5,13.55,0.475,2.075,2.55,2.65,0.515,0.415,1.14,1.365,0.0,0.44,4.975,10.24,1.625,4.35,1.975,2.24,3.35,5.89,13.0,11.22,1.775,2.35,3.89,4.7,1.79,0.09,2.025,1.425,0.765,0.625,0.575,0.24,dd146010-902b-4ad7-b98c-650d0363a2f0
31.700000000000003,18.65,0.99,4.83,5.82,2.3,0.8049999999999999,0.15000000000000002,1.69,1.88,0.0,1.08,6.895,14.915000000000001,1.845,4.885,3.0250000000000004,4.140000000000001,5.055,10.025,16.895,16.735,2.825,4.665,8.94,9.335,2.9699999999999998,0.19,2.36,1.67,0.9550000000000001,2.065,1.5699999999999998,0.8,190797ba-a6f4-4286-9d5e-d157ff834829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29d7b4d4-5aaf-4668-820f-4ab9790cc930
9.3,4.3,0.25,0.915,1.1600000000000001,1.1,0.45999999999999996,0.13,0.76,1.32,0.0,0.225,1.45,3.835,0.45999999999999996,1.295,0.95,1.35,0.99,2.55,3.585,4.43,0.4,0.925,2.115,1.85,1.135,0.025,0.445,0.335,0.17,0.24,0.345,0.07,4e3d287a-49d4-4f1a-8f88-da3a5abb3e4a
7.25,2.05,0.45,1.135,1.585,0.2,0.185,0.325,0.535,0.755,0.0,0.085,0.88,1.555,0.045,0.255,0.255,0.385,0.8350000000000001,1.3,3.03,1.7249999999999999,0.335,0.8250000000000001,1.21,1.6500000000000001,0.36,0.12,0.425,0.24,0.195,0.5,0.32,0.22499999999999998,116f036d-9233-462b-80bc-3ede69b97706
11.5,4.85,0.5549999999999999,1.615,2.16,0.4,0.29000000000000004,0.145,0.505,1.005,0.0,0.125,1.625,3.755,1.01,2.57,0.625,0.895,0.615,1.19,4.9399999999999995,4.15,0.7150000000000001,0.565,0.97,1.13,0.5349999999999999,0.06,0.85,0.49,0.315,0.43,0.43,0.16999999999999998,239f0ff0-3d09-4991-bb67-ad8c8b7fd0cb
33.65,17.3,0.885,6.72,7.6,3.25,0.5700000000000001,0.575,2.38,2.15,0.01,0.7350000000000001,6.529999999999999,14.86,2.16,6.5649999999999995,2.09,2.9850000000000003,4.37,8.3,17.735,16.175,2.105,3.9299999999999997,6.9,7.859999999999999,2.315,0.42500000000000004,2.1100000000000003,1.42,0.895,1.7850000000000001,1.44,0.685,4fae86e2-4f99-4247-af85-d917b4389d31
16.8,11.9,0.55,2.7,3.25,1.95,0.69,0.27,0.845,0.81,0.0,0.24,4.29,8.375,1.0,2.405,2.335,2.685,3.29,5.97,12.81,9.555,1.55,2.05,3.45,4.095,2.06,0.065,1.125,0.7,0.415,0.79,0.54,0.27,c12fb587-fc86-471c-8a84-19caf31325ce
11.8,5.25,0.29000000000000004,1.185,1.475,1.45,0.43000000000000005,0.06,0.74,0.835,0.0,0.325,2.0300000000000002,4.8,0.5700000000000001,1.8900000000000001,0.59,0.69,1.46,2.915,5.045,5.105,0.98,1.2349999999999999,2.3,2.4699999999999998,0.59,0.02,1.125,0.635,0.45,0.41000000000000003,0.37,0.16499999999999998,6d717396-cfbb-43e0-a129-723839974a15
7.3,5.0,0.79,1.33,2.13,0.8,0.21,0.08,0.5,1.17,0.0,0.17,2.04,3.88,0.25,0.71,0.67,1.13,1.79,3.17,5.46,4.37,0.5,1.67,2.38,3.33,0.92,0.21,0.46,0.38,0.21,1.0,0.83,0.46,7a19d2de-a807-4603-a122-b2908d924b6d
21.549999999999997,6.45,2.83,4.965,7.795,1.95,0.535,0.7,0.615,2.68,0.02,0.38,2.71,4.605,0.0,0.02,1.06,1.755,2.71,4.585,14.265,5.375,0.62,2.62,4.145,5.24,1.355,0.22,0.33499999999999996,0.175,0.15,1.8499999999999999,1.38,0.79,ebb50069-6fdf-4c07-9a21-a63d5c814536
20.4,11.05,1.065,6.05,7.12,1.95,0.27,0.195,1.15,1.37,0.0,0.11499999999999999,3.45,8.215,2.08,5.305,2.075,2.29,1.3599999999999999,2.915,14.43,9.225,1.7200000000000002,0.985,1.7,1.965,1.98,0.21000000000000002,0.7150000000000001,0.485,0.23,1.8499999999999999,1.1099999999999999,0.615,7d615ccd-db96-42a3-9a6c-7f18ea25634e
32.9,12.55,0.665,3.705,4.37,6.6499999999999995,1.0350000000000001,0.365,2.515,2.64,0.0,0.38,4.165,9.96,2.04,6.08,2.17,2.5650000000000004,2.135,3.88,16.28,11.085,2.2199999999999998,1.63,2.735,3.27,3.1799999999999997,0.165,1.4649999999999999,1.095,0.515,1.095,0.885,0.37,8c090758-6baa-468d-82fd-d47e17d5091b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de13265a-e5e1-499e-9832-432a6a2b4c66
23.05,10.25,1.175,3.27,4.445,1.4,0.45499999999999996,0.435,0.79,1.46,0.005,0.605,4.08,7.33,0.6799999999999999,2.145,1.375,2.12,3.4,5.1850000000000005,12.16,8.26,1.8599999999999999,3.4,5.175,6.795,1.455,0.14,2.02,1.125,0.86,2.06,1.29,0.885,48394746-ddaa-4e82-ae1a-2c87e3189b73
16.4,6.3,0.59,1.37,1.96,0.8,0.48,0.33,0.52,1.33,0.0,0.37,2.59,6.22,0.81,2.74,0.33,0.48,1.78,3.48,5.59,6.43,0.63,1.22,2.37,2.44,0.3,0.04,0.89,0.85,0.37,0.81,0.7,0.33,ee25478a-0855-4f35-8e0d-2c4eb3466015
27.75,16.85,0.735,4.005,4.735,5.0,0.89,0.15,2.5949999999999998,2.105,0.015,0.5,5.795,13.535,1.8900000000000001,5.53,3.335,3.755,3.91,8.004999999999999,16.85,15.19,1.4700000000000002,2.16,4.17,4.315,3.0700000000000003,0.155,1.58,1.245,0.6,1.52,1.13,0.585,4c362eee-6474-40ea-b1b4-d8f917f95175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af5e629a-6b79-46d9-9b58-dc9ec41a0bd0
29.8,12.2,1.11,3.53,4.64,1.2,0.76,0.53,0.75,2.03,0.01,0.5,4.43,9.78,2.58,6.26,0.78,1.01,1.85,3.51,13.01,10.22,1.71,1.68,2.98,3.35,0.99,0.05,1.41,1.44,0.54,1.16,1.0,0.45,7494fbb4-5ac7-43ee-b91a-8859532f548b
6.75,3.35,0.065,0.64,0.705,0.45,0.14,0.04,0.395,0.45,0.0,0.165,1.31,3.22,0.525,1.615,0.22,0.27,0.78,1.605,2.32,3.335,0.395,0.63,1.205,1.255,0.23,0.015,0.5,0.41,0.205,0.205,0.245,0.09,d63b17e9-59a5-44e0-9bf9-4ad454052b10
9.35,2.5,0.36,1.1,1.46,0.55,0.195,0.265,0.22,1.15,0.015,0.08,0.945,2.19,0.315,0.9199999999999999,0.29000000000000004,0.375,0.63,1.27,3.3850000000000002,2.355,0.36,0.59,1.1300000000000001,1.18,0.46,0.065,0.345,0.195,0.12000000000000001,0.15,0.235,0.065,77dc9e11-c422-4c1b-9545-0f487095891e
25.8,12.5,1.255,4.484999999999999,5.74,3.0,1.14,0.62,1.985,3.055,0.015,0.47,4.295,8.995000000000001,1.385,3.785,2.505,3.455,2.91,5.21,15.345,10.515,1.71,2.62,4.48,5.245,3.775,0.585,1.065,0.7749999999999999,0.45,1.3399999999999999,1.125,0.47000000000000003,8e288d6e-50b8-404b-812b-823ae5bab61f
30.65,18.35,1.205,3.3600000000000003,4.565,1.2000000000000002,1.295,0.345,1.205,2.75,0.025,0.9349999999999999,6.6899999999999995,15.195,2.5300000000000002,7.365,2.435,3.375,4.16,7.835,15.105,16.685,3.6350000000000002,3.72,6.755000000000001,7.44,3.01,0.11499999999999999,2.7199999999999998,1.855,1.085,1.9049999999999998,1.74,0.7,7dfa0971-96be-4705-9811-f9f54758145f
6.7,1.5,0.13,0.25,0.38,1.4,0.13,0.0,0.31,0.5,0.0,0.06,0.56,1.88,0.31,1.19,0.06,0.13,0.25,0.69,1.69,1.93,0.25,0.25,0.63,0.5,0.31,0.06,0.0,0.0,0.0,0.0,0.25,0.0,5705f1f0-1bc0-4c99-8069-9b9c503030e6
32.4,16.25,1.07,3.8150000000000004,4.885,5.85,1.345,0.31999999999999995,3.5949999999999998,2.52,0.015,0.925,5.59,13.715,2.17,6.24,2.88,4.035,3.42,7.48,15.735,15.489999999999998,2.02,2.8899999999999997,6.055,5.775,3.3449999999999998,0.175,1.69,1.2,0.655,1.8,1.255,0.62,ca5ad700-2ed9-453a-9abe-08eb8edb601c
31.450000000000003,21.799999999999997,1.935,6.225,8.16,2.45,0.845,1.6099999999999999,1.775,2.69,0.0,0.74,7.48,15.89,1.815,5.5,5.025,5.800000000000001,5.665,10.39,23.89,18.445,2.56,4.27,7.135,8.54,5.109999999999999,0.42,1.23,0.705,0.39,2.995,2.07,1.13,3c5901ef-af1d-441d-aeed-8e0a93cead49
5.6,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,0.0,0.0,0.2,1.2,0.2,1.0,0.4,0.4,0.0,0.2,2.0,1.38,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,c494c5a5-3155-40b1-923e-da846c2e232f
10.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,-1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173ac8e-175c-4ea2-b531-f9e5fe8aa37e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17541179-e1c9-4191-aefb-63f4c20daf48
16.5,10.95,0.285,1.79,2.07,1.2,0.355,0.21,0.89,0.94,0.0,0.24,3.955,9.07,2.18,5.295,0.84,0.955,1.775,3.775,8.63,9.495,1.64,1.015,1.93,2.03,0.665,0.085,1.74,1.29,0.64,1.085,0.87,0.375,4e152a06-673e-4701-b115-aa7e2cd00d2d
12.1,3.3,0.62,0.95,1.57,0.5,0.62,0.48,0.29,1.57,0.0,0.19,1.24,3.48,0.71,2.24,0.14,0.29,0.52,1.24,3.81,3.6,0.33,0.38,0.86,0.76,0.38,0.0,0.33,0.24,0.14,0.9,0.76,0.33,14c69fdb-d78f-4d9d-bd05-fdffdceb60a2
33.75,22.65,2.245,6.390000000000001,8.635000000000002,4.2,0.86,0.8599999999999999,3.2350000000000003,3.765,0.0,0.98,7.970000000000001,15.844999999999999,2.235,5.645,4.4350000000000005,5.23,5.735,10.2,25.265,18.15,3.495,4.99,8.505,9.98,5.21,1.0350000000000001,1.685,0.935,0.665,3.1900000000000004,2.085,1.08,ab532a66-9314-4d57-ade7-bb54a70c65ad
21.65,10.8,0.395,2.26,2.66,2.85,0.525,0.215,0.9099999999999999,1.1949999999999998,0.0,0.53,3.69,8.855,1.6,4.555,1.8199999999999998,2.205,2.09,4.3,10.6,9.825,1.48,1.54,3.005,3.085,2.305,0.0,0.5,0.485,0.19,0.605,0.425,0.19999999999999998,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22d1eb4b-c0de-49c8-9e11-866b9d98cca2
21.65,7.4,1.51,2.82,4.33,1.9,0.875,0.21000000000000002,0.7050000000000001,1.94,0.0,0.28500000000000003,3.0300000000000002,6.1850000000000005,0.8899999999999999,2.3449999999999998,0.485,0.95,2.1350000000000002,3.84,10.42,6.6,1.54,1.77,3.065,3.54,1.38,0.13,0.69,0.48,0.29000000000000004,1.425,1.14,0.6000000000000001,9318b4c1-49d0-40eb-8b76-1098e28133d2
9.0,1.5,1.25,1.25,2.5,0.0,0.5,0.0,0.25,0.75,0.0,0.0,0.5,1.75,0.0,0.75,0.5,0.5,0.5,1.0,3.0,1.97,0.5,0.5,1.0,1.0,1.25,0.25,0.5,0.25,0.25,0.5,0.75,0.25,8fb7ba41-b5b9-425b-89ec-6b5b61157e88
5.3,1.8,0.44,0.44,0.89,0.0,0.11,0.11,0.44,0.89,0.0,0.0,0.56,1.22,0.22,0.44,0.44,1.0,0.33,0.78,1.22,1.66,0.0,0.33,0.67,0.67,0.67,0.11,0.0,0.0,0.0,0.11,0.33,0.0,77342fb7-2d81-4492-a20b-cbbffd0c5267
13.450000000000001,6.65,0.6699999999999999,2.3,2.9699999999999998,1.1,0.54,0.41000000000000003,0.455,1.185,0.0,0.20500000000000002,2.48,4.51,0.49,1.275,1.19,1.34,1.99,3.24,9.055,5.105,1.125,1.95,3.1449999999999996,3.905,1.19,0.11499999999999999,0.22,0.28,0.11,0.8200000000000001,0.41000000000000003,0.335,c9b1c381-e0ac-4618-9887-ce3e8993b265
2.7,1.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.33,1.33,0.0,0.0,0.0,0.0,0.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a63fc9c7-2675-486f-902f-702cca020ee1
26.65,11.5,0.28,3.02,3.3,2.0999999999999996,0.625,0.08,0.73,1.51,0.0,0.16999999999999998,3.92,8.3,2.935,6.015000000000001,0.73,0.8049999999999999,0.98,2.285,12.415,8.65,1.7349999999999999,0.745,1.46,1.49,0.7649999999999999,0.08499999999999999,1.615,1.075,0.5249999999999999,0.885,0.675,0.315,a537047d-c29f-4dfe-99b0-3bac4e258dc7
23.0,9.2,3.12,5.26,8.38,0.9,0.35,2.34,0.78,2.28,0.0,0.46,4.03,5.59,0.01,0.04,1.11,2.15,4.01,5.55,17.78,6.54,1.22,3.99,5.47,7.97,1.7,0.32,0.84,0.5,0.39,3.28,2.11,1.45,7eccbdf9-58a3-4b96-8b1e-eaa8ea9da836
3.0,1.3,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.67,0.67,0.33,0.33,1.67,0.63,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c22cf6a4-f026-4843-9d05-862e08a30ece
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643bd362-98d3-4be9-993a-addcffff4bac
20.0,12.9,1.0,1.8,2.8,1.1,0.7,0.0,1.0,2.8,0.0,0.1,4.9,9.1,2.5,5.6,0.6,1.2,2.4,3.5,11.7,9.629999999999999,1.6,1.1,2.0,2.2,1.5,0.5,1.3,0.8,0.5,1.0,0.6,0.5,3946a42e-7989-4c32-835c-789b50a01152
5.7,0.3,0.0,1.67,1.67,0.0,0.0,0.0,0.33,1.0,0.0,0.33,0.0,1.67,0.0,1.33,0.33,0.67,0.0,0.33,-0.33,1.96,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.67,0.0,0.0,0.0,0.0,bc01a465-e5f9-4f11-b259-70384692a2b9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6b17416-cb00-4271-bb26-6e5e4801caae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313c6732-287d-4f96-a8b5-8837d19cdb5e
22.05,8.0,0.45999999999999996,1.8900000000000001,2.3499999999999996,0.95,0.365,0.14500000000000002,0.5700000000000001,1.005,0.0,0.395,2.865,6.17,1.465,3.8600000000000003,0.8049999999999999,0.98,1.4,2.31,7.775,6.6,1.38,1.265,2.0,2.525,0.76,0.085,1.2149999999999999,0.7849999999999999,0.48,0.75,0.675,0.295,3358cc38-7331-43ad-af04-ebd34fe328e7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a793c072-6cd1-40a1-b5ca-89e4a7c9f3e8
